input,answer,model_response
What type of screening is beneficial for identifying additional factors that contribute to stroke risk in individuals ≥18 years of age?,"In individuals ≥18 years of age, periodic screening for social determinants of health (eg, food insecurity, lack of transportation) is beneficial to identify additional factors that contribute to stroke risk.",Screening for depressive symptoms is beneficial for identifying additional factors that contribute to stroke risk in individuals ≥18 years of age.
What treatment should be used for large vessel occlusion stroke in the 4.5- to 24-hour window when mechanical thrombectomy is not available?,Use tenecteplase for large vessel occlusion stroke in the 4.5- to 24-hour window when mechanical thrombectomy is not available.,Use tenecteplase for large vessel occlusion stroke in the 4.5- to 24-hour window when mechanical thrombectomy is not available.
How should patients with Behçet disease be monitored following their diagnosis?,Patients with Behçet disease should be monitored closely for complications during the first year following diagnosis due to increased mortality risk.,Patients with Behçet disease should be monitored closely for complications during the first year following diagnosis due to the increased risk of mortality in this period.
"What measurements should be routinely performed, and what imaging should be done when ductal shunt significance is in question?",LVO should be routinely measured. Imaging to determine the diastolic flow direction centrally and peripherally should be performed where ductal shunt significance is in question.,LVO should be routinely measured. Imaging to determine the direction of diastolic flow in the descending aorta should be performed when ductal shunt significance is in question.
What should be considered regarding immunosuppressive therapy for patients with ANCA-associated vasculitis who remain on dialysis and have no extrarenal manifestations of disease?,Consider discontinuation of immunosuppressive therapy after 3 months in patients with ANCA-associated vasculitis who remain on dialysis and who do not have any extrarenal manifestations of disease.,Immunosuppressive therapy can be discontinued in patients with ANCA-associated vasculitis who remain on dialysis after three to six months and have no extrarenal manifestations of disease.
What exercise training regimen should be recommended for patients with atrial fibrillation?,Patients with atrial fibrillation should participate in moderate to vigorous exercise training to a target of 210 min/week.,"For patients with atrial fibrillation, moderate to vigorous exercise training should be recommended to reduce symptom burden and improve quality of life."
When is susceptibility testing advised for Helicobacter pylori infection?,Susceptibility testing is advised when choice of salvage therapy for persistent Helicobacter pylori infection is unclear.,Susceptibility testing is advised when choice of salvage therapy for persistent Helicobacter pylori infection is unclear.
What surgical step should be avoided during CIED procedures to reduce risk of hematoma formation and infection?,Capsulectomy should be avoided during CIED procedures to reduce risk of hematoma formation and infection.,Capsulectomy should be avoided during CIED procedures to reduce the risk of hematoma formation and infection.
Which diagnostic tests should not be used to diagnose carpal tunnel syndrome?,MRI and Upper Limb Neurodynamic Testing should not be used to diagnose carpal tunnel syndrome.,MRI and Upper Limb Neurodynamic Testing (ULNT) should not be used to diagnose carpal tunnel syndrome.
For which HIV status groups is DoxyPEP appropriate?,DoxyPEP is appropriate for both people living with HIV and those without HIV.,DoxyPEP is appropriate for both people living with HIV and those without HIV.
What pharmacologic agents should be used rather than other medications for individuals who are overweight or obese?,Subcutaneous tirzepatide or semaglutide should be used rather than other agents for pharmacologic therapy in individuals who are overweight or obese.,Use semaglutide or tirzepatide rather than other pharmacologic agents for individuals who are overweight or obese.
What pneumococcal vaccination regimen should be used for adults with indications for pneumococcal vaccination?,"Use pneumococcal conjugate vaccine 21 (PCV21) alone for most adults with indications for pneumococcal vaccination, except for those at increased risk for serotype 4 infection.",Use PCV21 alone for pneumococcal vaccination in adults with indications for pneumococcal vaccination.
What type of education should be provided to direct-care non-ICU hospital clinicians?,Focused education of direct-care non-ICU hospital clinicians on recognizing early clinical deterioration should be provided.,Provide education for direct-care non-ICU hospital clinicians on recognizing early clinical deterioration.
What screening recommendation is given for adults ≥18 years of age to reduce their risk of stroke?,"In individuals ≥18 years of age, periodic screening for modifiable behaviors and medical conditions that increase stroke risk is recommended to reduce risk for stroke.","In adults ≥18 years of age, periodic screening for modifiable behaviors and conditions that increase stroke risk is recommended to reduce their risk of stroke."
What should be added to treatment for patients with mild-moderate atopic dermatitis that is refractory to moisturization alone?,"In patients with mild-moderate atopic dermatitis refractory to moisturization alone, add topical crisaborole 2% ointment.","In patients with mild-moderate atopic dermatitis refractory to moisturization alone, add topical crisaborole 2% ointment."
When can synovial fluid analysis be omitted in confirming a diagnosis of gout?,"When characteristic features of monosodium urate (MSU) crystal deposition on ultrasound (i.e., double-contour sign or tophi) or on DECT are identified, synovial fluid analysis is not needed to confirm a diagnosis of gout.",Synovial fluid analysis can be omitted in confirming a diagnosis of gout when there is the presence of a characteristic pattern of monosodium urate crystal deposition on ultrasound or CT.
"How should the aorta be viewed, interpreted and treated in terms of diagnosis, treatment and surveillance?","It is recommended to view, interpret and treat the aorta in the context of an organ, whereby diagnosis, treatment and surveillance should be approached with this perspective.","The aorta should be viewed, interpreted, and treated as a distinct organ in terms of diagnosis, treatment, and surveillance. This approach emphasizes the importance of specialized strategies for managing aortic conditions."
What pneumococcal vaccine is recommended for most adults with indications for pneumococcal vaccination?,Pneumococcal conjugate vaccine 21 (PCV21) alone is recommended for most adults with indications for pneumococcal vaccination.,"For most adults with indications for pneumococcal vaccination, PCV21 alone is recommended."
What pneumococcal vaccine should be administered in most adults with indications for pneumococcal vaccination?,PCV21 should be administered for pneumococcal vaccination in most adults with indications for pneumococcal vaccination.,"In most adults with indications for pneumococcal vaccination, PCV21 should be administered."
"For patients with high-risk features, what is the recommended duration for extending ADT?","For patients with high-risk features, clinicians may extend ADT to 18 to 24 months.","For patients with high-risk features, androgen deprivation therapy (ADT) can be extended to 18–24 months."
What treatment is recommended as an option for adults with chronic hypoparathyroidism who cannot maintain stable calcium levels with conventional therapy?,"Palopegteriparatide, a long-acting PTH(1-34) prodrug, is recommended as an option for adults with chronic hypoparathyroidism who cannot maintain stable calcium levels with conventional therapy.",Palopegteriparatide is recommended as an option for adults with chronic hypoparathyroidism who cannot maintain stable calcium levels with conventional therapy.
When should Doppler tissue imaging be included in TNE assessment and considered for evaluation of heart function?,"Where normative data exist, Doppler tissue imaging should be included in a standard TNE assessment as part of a multiparametric appraisal of heart function. Myocardial velocities should be considered when there is suspected heart dysfunction and disagreement between other modalities.","Doppler tissue imaging should be included in the standard TNE assessment and considered when there is suspicion of heart dysfunction, such as in cases of sepsis or unexplained hypotension."
What treatment approach should be used in most patients with residual disease after maximal safe resection of a newly diagnosed grade 2 IDH-mutant diffuse glioma?,Vorasidenib should be used rather than watchful waiting or postoperative radiation plus chemotherapy in most patients with residual disease after maximal safe resection of a newly diagnosed grade 2 IDH-mutant diffuse glioma.,"In most patients with residual disease after maximal safe resection of a newly diagnosed grade 2 IDH-mutant diffuse glioma, use radiation therapy followed by vorasidenib rather than radiation therapy plus chemotherapy with PCV (procarbazine, lomustine, vincristine) or temozolomide."
What is the recommendation regarding the use of opioids for treating breathlessness in people with serious respiratory illness?,Opioids should not be used for the treatment of breathlessness in people with serious respiratory illness.,Opioids should not be used for the treatment of breathlessness in people with serious respiratory illness.
What level of concordance should laboratories achieve between a new assay and the comparator assay or expected results during initial analytic validation or verification of clinically used assays?,"For initial analytic validation or verification of every assay used clinically, laboratories should achieve at least 90% overall concordance between the new assay and the comparator assay or expected results.","For initial analytic validation or verification of a new assay, laboratories should achieve at least 90% overall concordance between the new assay and the comparator assay or expected results."
"What medication should be used to reduce the risk for all-cause mortality, major adverse cardiovascular events, and stroke in adults with type 2 diabetes?","Use a GLP-1 agonist to reduce the risk for all-cause mortality, major adverse cardiovascular events, and stroke in adults with type 2 diabetes.","Use a GLP-1 agonist to reduce the risk for all-cause mortality, major adverse cardiovascular events, and stroke in adults with type 2 diabetes."
